user_id,account_id,account_uuid,user_email,user_role,user_status,user_created_date,last_login_date,login_count_30d,login_count_90d,feature_usage_score,sessions_count_30d,avg_session_duration_minutes,reports_generated_30d,dashboards_created,dashboards_shared,exports_count_30d,api_key_active,mobile_app_user,browser_type,operating_system,timezone_offset,language_preference,notification_preference,profile_completeness_pct,onboarding_completed,certification_earned,beta_features_enabled
USRCFFD54E4CB,ACC000754,,usrcffd54e4cb@company1056.com,admin,active,2024-11-07,2024-12-21,17,55,50.05738446308922,20,44.94452825689943,13,2,0,5,True,True,chrome,android,7,fr,none,34.410733338869,True,False,False
USR6ACAC271B4,ACC000755,,usr6acac271b4@company1488.com,admin,deactivated,2024-07-17,2024-10-01,0,0,60.32815015558511,0,32.85473674567032,6,1,0,6,False,True,firefox,android,0,fr,important,58.20846687481979,True,False,False
USR659D0663E0,ACC000756,,usr659d0663e0@company1605.com,admin,active,2022-06-21,2024-12-26,14,46,77.99509803682035,7,33.466947340300806,6,6,1,6,False,False,safari,ios,9,es,important,71.58367057047954,True,True,False
USR370391B2F0,ACC000756,,usr370391b2f0@company1605.com,viewer,active,2022-07-19,2024-12-19,9,28,51.093973466669695,8,16.128932152818237,5,8,2,9,False,False,chrome,linux,1,en,none,41.70692475975281,True,False,False
USR2B245171AC,ACC000757,,usr2b245171ac@company0751.com,admin,active,2022-05-20,2024-12-13,13,44,121.33518235723312,16,44.379726067572626,6,2,0,10,False,True,edge,windows,9,de,none,34.1935419812779,True,False,False
USRCBB26CB1C3,ACC000757,,usrcbb26cb1c3@company0751.com,member,active,2022-04-20,2024-12-28,12,34,117.6587909857507,10,38.31584761694644,15,2,0,7,False,False,edge,macos,-7,en,important,55.15807290009167,True,False,False
USR2CC70C0A7C,ACC000757,,usr2cc70c0a7c@company0751.com,viewer,active,2022-06-09,2024-12-17,8,27,118.33763410816057,6,38.93513103606707,6,9,4,7,True,False,firefox,android,0,en,all,95.47222596600777,True,False,False
USR7636F33578,ACC000757,,usr7636f33578@company0751.com,member,active,2022-06-13,2024-12-30,26,66,57.41270854358281,19,24.806827953618114,10,3,1,5,True,False,safari,android,-10,es,important,32.681233471132764,True,True,True
USR60178D530A,ACC000758,,usr60178d530a@company2865.com,admin,active,2024-08-02,2024-12-23,17,43,31.189850981450682,17,27.0335483400771,9,1,0,2,False,False,edge,android,11,fr,all,94.06958390790285,True,False,False
USR4AB43E93F0,ACC000758,,usr4ab43e93f0@company2865.com,member,active,2024-08-28,2024-12-30,21,60,59.5995918750897,13,28.882291990556347,1,0,0,9,False,True,safari,android,-8,fr,all,57.135897133770676,True,False,False
USR6B31CC5E21,ACC000758,,usr6b31cc5e21@company2865.com,viewer,active,2024-07-08,2024-12-22,18,54,50.75246461735588,18,25.983825895963903,5,4,1,7,False,False,edge,android,11,es,none,77.02149242234694,True,False,True
USR04A5CED824,ACC000758,,usr04a5ced824@company2865.com,member,active,2024-07-20,2024-12-29,12,35,64.84200032617616,13,21.24418685549022,7,3,0,2,False,False,safari,linux,10,es,none,81.78248849639868,True,True,False
USR611F1817ED,ACC000759,,usr611f1817ed@company2724.com,admin,active,2024-01-10,2024-12-23,19,61,75.38715948944775,14,51.91721390439868,7,3,1,6,False,False,firefox,ios,4,de,important,50.37812944825224,True,False,False
USR0456E8F59A,ACC000759,,usr0456e8f59a@company2724.com,viewer,active,2023-11-18,2024-12-28,22,59,99.61056099304598,22,9.984884026755992,2,4,1,9,True,False,firefox,windows,-11,en,none,85.73650963991446,True,False,True
USR58E31CEB92,ACC000760,,usr58e31ceb92@company1353.com,admin,active,2023-06-11,2024-12-11,15,43,34.14727770304699,13,11.288126917749347,7,3,0,2,False,False,edge,macos,-10,de,all,47.66451347929821,True,False,False
USR456B3B6ED1,ACC000760,,usr456b3b6ed1@company1353.com,viewer,active,2023-07-03,2024-12-24,16,40,54.94822255510833,12,28.87511958873988,4,1,0,5,False,True,edge,linux,-1,en,none,40.34757176548625,True,False,True
USR83269D7FD0,ACC000760,,usr83269d7fd0@company1353.com,member,active,2023-08-17,2024-12-14,11,33,42.56167186412552,13,34.48991595949205,5,1,0,2,True,False,chrome,android,-2,en,important,45.80146719058975,True,False,True
USR52A9505840,ACC000760,,usr52a9505840@company1353.com,member,active,2023-07-29,2024-12-28,16,42,34.404538664783104,10,46.63477828043847,3,2,0,4,False,True,safari,ios,4,de,all,83.26397354777899,True,False,False
USRD5B30891BC,ACC000760,,usrd5b30891bc@company1353.com,member,active,2023-08-05,2024-12-07,3,10,30.16373320539779,2,22.03421547057594,4,4,0,2,False,True,firefox,macos,12,es,important,34.23828923592759,True,False,False
USR545EDDF94F,ACC000761,,usr545eddf94f@company3230.com,admin,active,2022-03-11,2024-12-16,7,18,73.25863952137297,5,31.512006330400176,4,3,0,4,True,False,safari,android,-7,fr,important,69.17965847913777,True,True,False
USR9C7D249F95,ACC000761,,usr9c7d249f95@company3230.com,member,active,2022-03-25,2024-12-18,3,9,33.242826170683976,1,22.26004681816274,6,3,0,7,False,True,chrome,linux,11,en,important,46.49525751290993,True,False,False
USR062F26A044,ACC000762,,usr062f26a044@company1330.com,admin,active,2022-09-05,2024-12-24,35,108,59.098505307587374,39,20.422325774637656,3,3,0,5,False,False,safari,linux,3,en,none,90.72384578090664,True,False,False
USR71CE53BBE6,ACC000762,,usr71ce53bbe6@company1330.com,member,active,2022-07-15,2024-12-25,22,57,75.26616698242863,13,31.985925223442404,4,9,2,7,False,False,chrome,linux,1,en,all,45.16263860893833,True,False,False
USR635677413D,ACC000762,,usr635677413d@company1330.com,member,active,2022-08-07,2024-12-16,21,70,38.608141625348715,24,17.944797696303905,7,1,0,9,False,False,edge,macos,-3,en,important,38.02043288820793,True,False,False
USR3D3857D1FD,ACC000762,,usr3d3857d1fd@company1330.com,member,active,2022-09-03,2024-12-28,19,56,83.27483193094719,10,25.95926095932271,5,1,0,5,False,True,firefox,macos,12,es,none,88.89964655052535,True,False,True
USRCAC3EAAB02,ACC000762,,usrcac3eaab02@company1330.com,member,active,2022-09-26,2024-12-20,9,29,69.34534330503358,9,44.713207803509945,6,2,0,6,True,True,firefox,ios,-4,fr,none,61.68336152479605,True,False,False
USR6AC1F0DBF9,ACC000762,,usr6ac1f0dbf9@company1330.com,viewer,active,2022-09-19,2024-12-11,15,44,71.77376702541922,9,48.13619822632718,4,4,1,4,False,False,firefox,macos,3,es,important,50.193005794876996,True,False,False
USR68E1198631,ACC000763,904e2b21-e046-42e7-a467-09dc8b2976ea,usr68e1198631@company1856.com,admin,active,2023-05-13,2024-12-16,24,77,56.226112853013696,13,22.52238689573391,6,3,1,10,False,True,chrome,windows,7,fr,none,44.42867105009695,True,True,False
USRFFCB6BE6D0,ACC000763,904e2b21-e046-42e7-a467-09dc8b2976ea,usrffcb6be6d0@company1856.com,member,active,2023-06-22,2024-12-19,17,49,63.05424335618941,11,42.0598492497505,11,4,1,6,True,False,safari,ios,-3,de,important,77.8088427363945,True,False,False
USRF7BAF8DB74,ACC000763,904e2b21-e046-42e7-a467-09dc8b2976ea,usrf7baf8db74@company1856.com,member,active,2023-06-15,2024-12-24,32,95,70.14786943313251,19,34.23069469433888,5,3,1,4,False,False,safari,windows,-7,de,important,84.6358127166673,True,False,False
USRCDF126223B,ACC000763,904e2b21-e046-42e7-a467-09dc8b2976ea,usrcdf126223b@company1856.com,viewer,active,2023-07-10,2024-12-13,23,77,62.17885171928402,28,28.131227718348487,12,3,1,6,False,False,edge,linux,3,es,important,45.3289481510417,True,False,False
USRD2E78EC49A,ACC000764,,usrd2e78ec49a@company1996.com,admin,active,2022-04-02,2024-10-21,0,0,69.37920880886682,0,37.55066822005552,7,3,0,5,False,False,edge,macos,1,de,all,96.83632274561252,True,False,False
USRE991F435CF,ACC000765,,usre991f435cf@company0123.com,admin,active,2023-07-26,2024-12-18,17,57,85.05034851837466,9,41.16843527475089,10,3,1,3,False,True,chrome,ios,0,de,all,43.046399022936185,True,False,False
USR412F7DF4E0,ACC000765,,usr412f7df4e0@company0123.com,member,active,2023-09-26,2024-12-17,9,25,80.15918062732187,11,5.0,9,3,1,4,False,False,chrome,linux,-4,de,important,81.59283282220872,True,True,False
USRFDBDDE58CF,ACC000766,,usrfdbdde58cf@company0267.com,admin,active,2022-04-21,2024-12-24,24,81,117.09224643614343,20,37.565337204109106,7,3,1,3,False,False,edge,android,-9,de,all,62.21349774237522,True,False,False
USR8ED5CC7C6B,ACC000766,,usr8ed5cc7c6b@company0267.com,member,active,2022-04-24,2024-12-13,19,58,78.73239197323012,23,42.1260261588661,5,5,2,7,False,True,chrome,ios,6,es,all,79.60658807404361,True,False,False
USR097626191B,ACC000767,,usr097626191b@company1946.com,admin,active,2023-03-06,2024-12-13,14,35,40.23007548060144,12,27.112762695920534,4,2,0,3,False,True,safari,ios,-5,es,all,37.591140607392944,True,False,False
USR96327FBAD5,ACC000767,,usr96327fbad5@company1946.com,member,active,2023-01-07,2024-12-19,16,49,22.077950847864546,16,29.146070493670578,4,1,0,2,False,False,edge,macos,-2,en,all,54.728565731193044,True,False,False
USR3AF43C1266,ACC000767,,usr3af43c1266@company1946.com,member,active,2023-03-14,2024-12-07,4,13,23.816204754918065,2,8.077895186515965,3,2,0,4,False,False,chrome,windows,7,fr,important,73.16424606254948,True,False,False
USR2A5E14568A,ACC000767,,usr2a5e14568a@company1946.com,member,active,2023-03-10,2024-12-26,13,44,33.05394010647554,15,13.935801910930639,4,4,0,4,False,False,chrome,ios,1,es,none,79.16045895145513,True,False,True
USREABF8DB1B5,ACC000767,,usreabf8db1b5@company1946.com,member,active,2023-02-19,2024-12-03,3,9,40.528440372791884,1,24.968159429104652,7,2,0,6,False,False,edge,macos,8,de,none,82.11385886590901,True,False,False
USR1F1C7B4961,ACC000767,,usr1f1c7b4961@company1946.com,member,active,2023-03-14,2024-12-19,9,30,28.110242025911933,10,5.0,3,2,0,2,True,True,chrome,windows,2,fr,important,30.78242635710798,True,True,False
USR2B77DD681E,ACC000767,,usr2b77dd681e@company1946.com,member,active,2023-01-08,2024-12-25,26,77,42.16371273489861,17,8.508284458229035,3,3,0,1,False,True,chrome,ios,-2,es,none,75.19693061093939,True,True,False
USRC5EA87B13A,ACC000768,4472cb68-0824-4efb-bbc2-5091d90fb3b5,usrc5ea87b13a@company0462.com,admin,active,2024-11-11,2024-12-16,6,15,75.52835847730722,7,26.631507585828665,7,4,1,8,False,False,edge,windows,4,es,important,58.9974190997702,True,True,False
USRDED19FFE8F,ACC000769,,usrded19ffe8f@company1439.com,admin,active,2024-12-03,2024-12-26,29,78,93.263064534952,14,29.031837834534706,10,0,0,7,False,False,firefox,macos,-7,fr,important,88.86664291587111,True,False,False
USR46071FDE83,ACC000769,,usr46071fde83@company1439.com,viewer,active,2025-01-19,2024-12-21,7,20,60.33537083959886,7,29.00129328379495,6,4,1,18,False,False,edge,macos,0,fr,important,87.00503992790999,True,False,False
USR64B6454C52,ACC000770,,usr64b6454c52@company1960.com,admin,active,2024-08-30,2024-12-25,15,39,35.17140811374979,14,14.860719721607406,7,1,0,6,True,False,safari,windows,7,en,all,84.20837281403595,True,False,True
USR542AF70E93,ACC000770,,usr542af70e93@company1960.com,viewer,active,2024-08-14,2024-12-23,22,70,49.24117653410849,17,19.886041084205743,2,5,1,2,False,False,firefox,ios,-6,fr,none,68.69994801918219,True,False,True
USRD84F1ECA78,ACC000771,,usrd84f1eca78@company1889.com,admin,active,2023-10-19,2024-12-17,6,19,40.93585546200599,6,34.3044767388868,5,4,1,5,False,False,chrome,android,-8,de,important,89.36643608819293,True,False,False
USR57132EDE37,ACC000772,,usr57132ede37@company3464.com,admin,active,2023-01-25,2024-12-03,3,8,31.700323972758362,2,23.328314106682186,1,5,0,8,False,False,chrome,ios,1,en,important,46.26120792015557,False,False,False
USR790E0C6B87,ACC000773,,usr790e0c6b87@company0699.com,admin,active,2024-06-16,2024-12-31,19,59,108.23521929519625,23,58.69947009133135,9,11,4,8,False,False,edge,windows,-11,es,all,30.96079522179354,True,False,False
USRA3B3606E2C,ACC000773,,usra3b3606e2c@company0699.com,member,active,2024-09-08,2024-12-18,6,16,68.37720103436702,3,23.81196009254187,15,2,0,9,False,True,safari,linux,-7,es,all,72.16951349195617,True,False,False
USR282E8CCB0B,ACC000773,,usr282e8ccb0b@company0699.com,member,active,2024-07-24,2024-12-11,20,62,93.97607336133991,12,39.36996016497568,4,9,3,15,False,True,chrome,macos,-1,fr,none,87.4275629359755,True,False,True
USR722CA803E2,ACC000773,,usr722ca803e2@company0699.com,member,active,2024-07-05,2024-12-13,12,41,99.34157930074473,9,18.169956959757954,3,9,3,7,False,False,safari,windows,2,de,important,59.100384266303166,True,False,False
USRF59A64892A,ACC000773,,usrf59a64892a@company0699.com,viewer,active,2024-07-19,2024-12-12,16,49,109.22635467992708,8,25.48907777851896,13,6,2,10,False,False,edge,macos,4,de,important,77.34991653331628,True,False,True
USRDB4C7CACA5,ACC000773,,usrdb4c7caca5@company0699.com,member,active,2024-09-03,2024-12-25,27,79,94.46844235266656,15,26.373687228105826,7,11,4,3,False,False,edge,windows,-3,es,all,65.71395602098242,True,False,False
USRFF662434B6,ACC000773,,usrff662434b6@company0699.com,viewer,active,2024-08-23,2024-12-12,15,49,67.21906355773216,7,41.2515139759748,4,7,2,12,False,False,chrome,ios,7,en,none,69.63020763547483,True,False,False
USR4EC630891D,ACC000773,,usr4ec630891d@company0699.com,member,active,2024-06-20,2024-12-20,2,6,65.13903419454907,1,41.154516966889766,7,4,1,10,False,False,firefox,ios,-4,de,none,96.943563543314,True,True,False
USR7B93E9A50C,ACC000773,,usr7b93e9a50c@company0699.com,viewer,active,2024-09-09,2024-12-14,13,42,106.60205760855479,11,28.8372792274429,10,9,3,5,False,False,firefox,android,-9,es,none,86.15534091176426,True,False,False
USR1ED4DE9625,ACC000773,,usr1ed4de9625@company0699.com,member,active,2024-06-15,2024-12-21,17,46,60.82464179301814,17,30.02890073712102,10,4,1,11,False,False,safari,macos,11,fr,all,99.29132944787631,True,False,False
USREDE4BBF4CF,ACC000774,,usrede4bbf4cf@company1156.com,admin,active,2024-10-10,2024-12-24,12,30,77.43772491625873,14,28.49401200795121,8,2,0,8,False,False,firefox,macos,4,en,all,47.69507596890317,True,True,False
USREEB23362E8,ACC000774,,usreeb23362e8@company1156.com,member,active,2024-10-28,2024-12-26,29,95,82.40543866215582,35,32.09577895462648,11,1,0,4,False,False,safari,linux,-9,en,important,83.59494961299899,True,False,False
USRBA79D28F1B,ACC000775,,usrba79d28f1b@company3145.com,admin,active,2022-07-07,2024-12-30,17,55,65.53570516693296,17,38.53338356587956,8,0,0,3,False,False,safari,android,0,es,none,93.56229199908643,True,False,False
USR341D9B19AB,ACC000775,,usr341d9b19ab@company3145.com,member,active,2022-09-15,2024-12-16,8,20,50.79178100656188,7,41.97009376078725,8,5,1,7,False,True,chrome,windows,-3,de,none,49.78634206782691,True,False,False
USR99FA9141F3,ACC000776,,usr99fa9141f3@company1427.com,admin,active,2024-10-21,2024-12-24,14,45,46.300624471319686,10,35.86872932579006,4,1,0,3,False,True,safari,ios,-10,de,all,90.51788111056123,True,False,False
USR5D9D9275B5,ACC000776,,usr5d9d9275b5@company1427.com,member,active,2024-09-03,2024-12-13,17,47,60.87227165308859,21,37.68991386910212,6,4,1,4,False,False,edge,windows,2,fr,all,45.989711306435964,True,False,False
USR3FA6734F5A,ACC000776,,usr3fa6734f5a@company1427.com,member,active,2024-08-24,2024-12-20,3,10,76.52996276399108,3,12.255222144782422,12,4,1,4,False,True,edge,macos,3,es,important,33.90403753050076,True,False,False
USR79B67B969A,ACC000777,8088b6de-7c52-4447-9507-8d32ce18a5e2,usr79b67b969a@company2475.com,admin,active,2024-01-25,2024-12-23,19,55,51.800323465639046,24,27.906440802251552,7,4,1,8,True,True,chrome,windows,-2,en,none,96.28853302342307,True,False,True
USR1DAB081EE9,ACC000777,8088b6de-7c52-4447-9507-8d32ce18a5e2,usr1dab081ee9@company2475.com,viewer,active,2024-03-01,2024-12-15,12,31,56.891269458915666,11,37.031164523418056,9,4,1,6,True,False,firefox,ios,-12,fr,none,52.53312524528229,True,False,False
USR82900C3772,ACC000778,10cbd044-ce36-45ea-9cbe-931dc4d151f7,usr82900c3772@company2353.com,admin,active,2024-06-20,2024-12-18,17,59,47.02916902279686,15,20.09272093179622,8,1,0,3,False,True,edge,macos,4,de,all,84.00794781153984,True,False,True
USRBCFBCF9933,ACC000778,10cbd044-ce36-45ea-9cbe-931dc4d151f7,usrbcfbcf9933@company2353.com,viewer,active,2024-06-02,2024-12-28,13,44,37.27928700849657,13,14.513737344356853,3,3,0,0,False,False,safari,linux,5,de,important,73.71137246822767,True,False,False
USR2BB4207A96,ACC000778,10cbd044-ce36-45ea-9cbe-931dc4d151f7,usr2bb4207a96@company2353.com,member,active,2024-04-21,2024-12-11,10,30,46.28950775279634,8,32.72059748682246,3,0,0,4,False,False,safari,android,2,de,important,80.32094603360954,True,False,False
USR41CBE63234,ACC000779,,usr41cbe63234@company0521.com,admin,active,2023-12-01,2024-12-15,6,20,67.62891557763695,7,41.03303827568889,8,3,0,6,False,False,safari,linux,12,es,all,37.37863289186916,True,False,False
USR17A744BC9C,ACC000779,,usr17a744bc9c@company0521.com,member,active,2023-12-26,2024-12-25,22,67,35.258050961919324,26,12.236340520886348,5,2,0,6,False,False,edge,android,9,fr,none,61.054346209822405,True,False,False
USR1BD9C5239C,ACC000780,,usr1bd9c5239c@company2080.com,admin,active,2023-11-03,2024-12-27,11,35,67.33836650531018,11,44.51615355888518,4,0,0,11,False,False,chrome,linux,-7,es,none,74.08836079332592,True,False,False
USR533DE30633,ACC000780,,usr533de30633@company2080.com,member,active,2023-12-16,2024-12-12,10,29,57.05998463895286,10,23.59349135576609,6,2,0,7,False,False,chrome,android,-2,fr,important,67.85141785618904,True,False,False
USRFEFF20BCC6,ACC000781,,usrfeff20bcc6@company0421.com,admin,active,2022-10-22,2024-12-30,8,27,32.62326415604605,4,16.453958852403893,5,2,0,5,False,False,edge,android,4,fr,none,74.83432880258502,True,False,False
USRAF5440EDC8,ACC000781,,usraf5440edc8@company0421.com,viewer,active,2022-09-07,2024-11-24,5,17,21.551092208691976,2,5.0,4,3,0,12,False,False,chrome,android,8,fr,none,51.52311081731998,True,False,False
USRA93B964E1B,ACC000781,,usra93b964e1b@company0421.com,member,active,2022-08-16,2024-12-13,10,32,36.62267500366363,9,7.496795985487529,3,2,0,8,True,True,edge,ios,3,es,all,67.32006465563289,True,False,False
USR28F0F1EE20,ACC000782,,usr28f0f1ee20@company1661.com,admin,active,2023-01-07,2024-12-24,17,50,45.02702383961348,21,42.27831499435282,5,5,1,6,False,True,edge,ios,2,en,important,39.876295473465774,True,False,True
USR137F2BABEB,ACC000783,,usr137f2babeb@company3348.com,admin,active,2023-12-06,2024-12-04,2,5,64.0049320600795,2,53.07676698763638,7,4,1,6,True,False,edge,android,8,en,all,40.04111942770621,True,False,False
USR310266208E,ACC000783,,usr310266208e@company3348.com,member,active,2024-02-04,2024-12-20,6,15,76.86450547284127,5,19.52549055251845,4,3,1,10,False,False,chrome,linux,12,en,important,42.0961471202637,True,False,True
USRDE658CADFA,ACC000783,,usrde658cadfa@company3348.com,viewer,active,2023-11-23,2024-12-28,14,39,50.734814671156954,16,25.239966454412087,13,6,2,5,False,False,safari,linux,8,fr,all,40.200254152781355,True,False,False
USRE50C836B30,ACC000783,,usre50c836b30@company3348.com,member,active,2023-11-16,2024-12-31,12,38,86.4648756565054,6,23.413965412698055,8,2,0,15,False,True,chrome,ios,-9,es,important,63.92223088058872,True,False,False
USRD19867DCFE,ACC000784,,usrd19867dcfe@company2925.com,admin,active,2024-05-22,2024-12-31,7,22,93.44784589101755,7,47.32574671987509,10,2,0,7,False,True,safari,ios,-12,de,all,90.56652385398093,True,False,False
USR61E60F2106,ACC000784,,usr61e60f2106@company2925.com,member,active,2024-05-24,2024-12-01,2,5,51.30268776314489,2,35.838534158963185,13,4,1,6,False,True,chrome,windows,-7,en,important,68.90301319934574,True,False,False
USR896AB7805D,ACC000784,,usr896ab7805d@company2925.com,member,active,2024-07-13,2024-12-25,6,18,91.21649152282123,6,27.27818569695738,10,4,1,3,True,True,safari,linux,-11,en,all,72.00624504021323,True,False,True
USR5BDE99AC53,ACC000785,,usr5bde99ac53@company3263.com,admin,active,2024-10-31,2024-12-05,2,5,76.99997537475177,1,34.0668236406681,4,4,1,7,False,False,safari,ios,-3,de,none,97.69290593740963,True,False,False
USR9E38319C21,ACC000786,,usr9e38319c21@company0438.com,admin,active,2023-09-08,2024-12-19,10,32,64.36876463807296,11,34.53344597058836,10,5,2,8,True,False,chrome,ios,4,fr,all,35.97744868603363,True,False,False
USR1829EED66B,ACC000786,,usr1829eed66b@company0438.com,member,active,2023-10-29,2024-12-31,9,23,93.28818051331666,7,61.36465964155245,11,5,2,5,False,True,safari,ios,-9,de,all,84.8815520404269,True,False,False
USR9DD8E5E6EC,ACC000786,,usr9dd8e5e6ec@company0438.com,viewer,active,2023-09-12,2024-12-12,9,28,57.05781849796724,10,26.629103807779025,8,0,0,6,False,False,chrome,linux,10,de,important,41.03833901412412,True,False,False
USR16931F5BA9,ACC000786,,usr16931f5ba9@company0438.com,member,active,2023-10-19,2024-12-26,12,37,64.08824228041274,13,40.30477255688706,17,7,2,3,False,False,edge,linux,10,de,none,87.49969381350174,True,False,True
USR71C4ACBB05,ACC000786,,usr71c4acbb05@company0438.com,member,active,2023-10-15,2024-12-26,12,40,65.25347906454435,14,29.406503497682152,9,5,2,7,False,True,firefox,windows,-5,es,all,51.404256868157844,True,True,False
USRE18697EE24,ACC000787,3ca364f9-70f2-4ce9-bf15-67908d30df5c,usre18697ee24@company1334.com,admin,active,2024-06-05,2024-12-19,13,36,65.34257107746586,13,19.140966757295192,7,5,1,5,False,False,firefox,ios,-4,fr,all,94.67793662584302,True,False,False
USRE85F864D92,ACC000787,3ca364f9-70f2-4ce9-bf15-67908d30df5c,usre85f864d92@company1334.com,member,active,2024-05-15,2024-12-15,22,63,41.79170879919991,12,47.138253572181895,4,2,0,5,False,False,chrome,macos,-4,es,none,83.17285445752358,True,False,True
USRE7435C5479,ACC000787,3ca364f9-70f2-4ce9-bf15-67908d30df5c,usre7435c5479@company1334.com,viewer,active,2024-05-13,2024-12-14,13,35,76.52368145595003,8,7.801994178610446,5,2,0,7,False,True,edge,linux,3,de,all,50.98098219398347,True,False,False
USR98369CD99B,ACC000787,3ca364f9-70f2-4ce9-bf15-67908d30df5c,usr98369cd99b@company1334.com,viewer,active,2024-05-04,2024-12-28,15,46,47.2873729192153,15,18.774529174080484,7,3,0,7,False,False,edge,windows,0,en,important,58.27157617198429,True,False,False
USR79B31258CC,ACC000788,,usr79b31258cc@company2277.com,admin,active,2022-03-20,2024-08-11,0,0,27.067869808926357,0,16.337884384025056,5,3,0,7,False,False,chrome,linux,12,es,all,88.82683258685944,True,False,False
USR86B1C85221,ACC000788,,usr86b1c85221@company2277.com,member,active,2022-05-23,2024-12-15,2,6,36.04892749753941,1,5.0,6,2,0,3,False,False,firefox,ios,3,de,all,51.359011039357945,True,False,False
USRB289F22C95,ACC000789,,usrb289f22c95@company2660.com,admin,active,2024-08-10,2024-12-16,10,34,90.69962141964803,11,27.976317760743974,13,9,4,3,True,False,edge,ios,12,en,all,82.78465674463814,True,False,False
USR8541C7BC9A,ACC000789,,usr8541c7bc9a@company2660.com,member,active,2024-08-02,2024-12-26,21,70,74.11640192840429,22,38.04769395309896,6,5,2,3,False,False,edge,ios,7,fr,none,99.34403477742364,True,False,True
USR8CD2283B60,ACC000790,,usr8cd2283b60@company0290.com,admin,active,2022-08-08,2024-12-30,16,52,61.52569508004284,15,30.88938589910446,10,1,0,7,True,False,edge,windows,11,en,important,93.90675360394411,True,False,False
USRAD2CA6ABD8,ACC000791,,usrad2ca6abd8@company3245.com,admin,active,2023-10-31,2024-12-27,15,42,68.06903143716958,13,34.35261111570897,7,5,1,13,False,False,chrome,windows,0,es,important,62.21017483768013,True,False,False
USR2578DD1C6D,ACC000791,,usr2578dd1c6d@company3245.com,viewer,active,2023-11-26,2024-12-12,11,36,59.86542067329151,13,49.30311720234267,15,4,1,9,False,False,edge,linux,-10,es,all,53.54005357920006,True,False,False
USR82A993F3A0,ACC000792,,usr82a993f3a0@company1237.com,admin,active,2023-08-04,2024-12-31,12,31,93.3949305676104,10,27.84969910659604,10,5,1,7,False,True,edge,windows,-9,de,none,56.2729383999224,True,False,True
USR05681F73EE,ACC000793,,usr05681f73ee@company2182.com,admin,active,2023-11-13,2024-12-24,24,62,41.94541124402901,14,24.598187163160826,4,1,0,3,False,False,firefox,android,-10,es,important,67.80378663169552,True,False,False
USR4F8BBB79AE,ACC000794,,usr4f8bbb79ae@company1888.com,admin,active,2022-09-12,2024-11-22,1,2,22.2385609579773,0,26.55510064976736,5,2,0,4,False,False,chrome,macos,6,en,important,55.15746912469251,True,False,False
USRFA51D800E1,ACC000794,,usrfa51d800e1@company1888.com,member,active,2022-09-23,2024-12-14,16,40,25.798784073839744,15,13.300660912350963,3,2,0,0,False,True,chrome,linux,-11,en,important,87.93590301365518,True,False,False
USR4D5EF6702C,ACC000795,9868b349-6c0f-4494-b3d2-af4e1ef94d4f,usr4d5ef6702c@company1641.com,admin,active,2024-04-09,2024-11-28,2,5,55.39945889490792,1,14.99000780456028,4,6,1,5,False,False,chrome,android,-2,es,none,48.272495677918,True,False,False
USR126D94A7BE,ACC000795,9868b349-6c0f-4494-b3d2-af4e1ef94d4f,usr126d94a7be@company1641.com,member,active,2024-06-10,2024-12-29,13,44,52.397333068106896,11,38.53560141586035,11,5,1,7,False,True,safari,ios,-11,es,all,37.51165828719392,True,False,False
USR6205EA5B4A,ACC000796,,usr6205ea5b4a@company2418.com,admin,active,2025-02-12,2024-12-30,13,41,66.26136098020255,12,24.846716805644707,5,6,2,12,False,False,chrome,linux,7,de,important,92.20131382655393,True,False,False
USR53EFD5B9D2,ACC000796,,usr53efd5b9d2@company2418.com,member,active,2024-12-01,2024-12-16,20,63,94.725919043911,25,33.921822984963555,10,7,3,6,False,False,safari,android,10,es,important,86.22153152578002,True,False,True
USR3C3DC80797,ACC000796,,usr3c3dc80797@company2418.com,member,active,2024-12-19,2024-12-14,19,60,70.60586830306961,23,29.524204807187807,13,4,1,11,False,False,safari,linux,6,es,important,62.64290630120704,True,False,True
USRDA7F08AADF,ACC000796,,usrda7f08aadf@company2418.com,member,active,2024-12-26,2024-12-11,26,74,64.8788364932904,32,41.829465976514925,10,5,2,7,False,False,safari,linux,0,de,none,97.75198556975641,True,True,False
USR501F124D34,ACC000796,,usr501f124d34@company2418.com,viewer,active,2025-01-02,2024-12-19,14,44,95.47803406346307,7,42.1994657067538,9,4,1,7,False,True,edge,linux,9,en,important,60.711461795847185,True,False,False
USR973020913D,ACC000797,,usr973020913d@company1693.com,admin,active,2022-01-06,2024-12-29,7,18,45.969978965766764,6,20.937460142414015,11,6,1,3,False,False,chrome,linux,11,de,all,31.19338223094632,True,False,False
USRA37424237D,ACC000797,,usra37424237d@company1693.com,member,active,2022-01-06,2024-12-27,25,68,45.41968820458712,22,13.209785443565073,4,3,0,5,False,True,edge,macos,-12,en,none,92.83717053379732,True,False,False
USRD16EF5726A,ACC000797,,usrd16ef5726a@company1693.com,member,active,2022-03-18,2024-12-12,5,16,43.118412724942,3,27.678404168124864,4,1,0,6,False,True,edge,linux,-1,de,important,68.91220287041325,True,False,False
USRC3820A3D7C,ACC000798,,usrc3820a3d7c@company0977.com,admin,active,2024-09-07,2024-12-15,4,10,65.79516056975098,3,40.628293212552975,5,4,1,4,False,False,firefox,android,-12,de,none,49.15399474981815,True,False,False
